vjdbv1.0_field_index	vjdbv1.0_field_id	vjdbv1.0_name	vjdbv1.0_description	vjdbv1.0_fields_type	vjdbv1.0_privacy	vjdbv0.2__field_id	vjdbv0.1_field_id	ena_field_id	rki_field_id	migs-vi_field_id	migs-uvig_field_id	env-o_field_id	ncbi_virus_n_nucleotide_field_id	bv-brc_b_field_name	ena_erc32_field_name	ena_erc33_field_name	img/vr_field_name	phd_field_name	phispy_field_name	gtdb_field_name	ena_submission_object_object_name	vjbd_submission_object_object_name	vjdbv1.0_group1	vjdbv1.0_group2	vjdbv1.0_group3	vjdbv1.0_tags	vjdbv1.0_input_source	vjdbv1.0_notes	vjdbv1.0_changes	vjdbv0.2_previous_changes	ncbi_virus_n_field_name	ncbi_virus_n_field_description	ncbi_virus_n_type	ncbi_virus_n_curation_notes	bv-brc_b_category	bv-brc_b_schema_category	bv-brc_b_field_id	bv-brc_b_field_type	bv-brc_b_type	bv-brc_b_curation_notes	ena_erc32_field_description	ena_erc32_controlled_vocabulary	ena_erc32_field_type	ena_erc33_field_description	ena_erc33_controlled_vocabulary	ena_erc33_field_type	ena_submission_requiredness	vjdb_submission_requiredness	vjdb_example	vjdb_validation_rules	ena_submission_fieldtype	ena_submission_validation	ictv40_i_field_name	vjdbv1.0_index	vjdbv1.0_search_method	vjdbv1.0_default_search
0cg	pangolin_lineage	Pangolin Lineage	Lineage determined by Pangolin.	keyword	public	pangolin_lineage			PANGOLIN. LINEAGE_LATEST					Lineage									Analysis	Sequence		"[""RKI"", ""BV-BRC"", ""Analysis"", ""Sequence""]"	NCBI Virus|BVBRC	depends on how to treat RKI data, they have pangolin leange in json format that includes version and also method information, we could either include that (bad readabiliy, or splt the relevant information for these fields)		Not in VJDB, Completly new due to byCovid					Type Info		lineage	string													suggestion	freetext		metadata	full	
0cl	ncbi_speciestax_id	NCBI SpeciesTax ID	The virus species NCBI Taxonomy ID.	keyword	public	sample_NCBI_tax_id	NCBI_txid	tax_id		samp_taxon_id				NCBI Taxon ID	taxon_id	taxon_id	sample_ncbi_tax_id	sample_ncbi_tax_id	sample_ncbi_tax_id	ncbi_tax_id	ENA Sample	VJDB Sample	Taxonomy	Identifiers	NCBI Taxonomy	"[""ENA"", ""MIGS-VI"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""IMG/VR"", ""PHD"", ""PhiSpy"", ""GTDB"", ""Taxonomy"", ""ENA Sample"", ""VJDB Sample"", ""Identifiers"", ""NCBI Taxonomy""]"	BVBRC	Taxonomy Descision; 							Taxonomy Info	Taxonomy	taxon_id	int			(Mandatory) Ncbi taxonomy identifier. this is appropriate for individual organisms and some environmental samples.			(Mandatory) Ncbi taxonomy identifier. this is appropriate for individual organisms and some environmental samples.		TEXT_FIELD	mandatory	mandatory	197911	Whole number value. Defined by the NCBI Taxonomy	suggestion	unique		metadata	exact	default search
0cp	average_depth	Average Depth	Average sequencing depth across the sequence from BVBRC.	float	public	sequence_average_depth_coverage		sequence_coverage						Sequencing Depth									Analysis	Sequence	Workflows	"[""ENA"", ""BV-BRC"", ""Analysis"", ""Sequence"", ""Workflows""]"	BVBRC			Not in VJDB, Completly new due to byCovid					Sequence Info		sequencing_depth	string_ci		average							mandatory	mandatory	12.0x	Decimal number value followed by an x(!)	text	unique		metadata	range	
0cq	gc_content	GC Content	Percentage of G and C nucleotides in the sequence from BVBRC.	float	public	sequence_gc_content	sequence_gc_content							GC Content									Analysis	Sequence	Workflows	"[""BV-BRC"", ""Analysis"", ""Sequence"", ""Workflows""]"	BVBRC								Genome Statistics	Genome Statistics	gc_content	float											37.355248	Decimal number value, describes a percentage(!)	text	freetext		metadata	range	
0cy	sequencing_center	Sequencing Center	Institution that sequenced the collected sample.	keyword	public	sequencing_center	sequencing_center							Sequencing Center									Organizational	Sequence	Workflows	"[""BV-BRC"", ""Organizational"", ""Sequence"", ""Workflows""]"	BVBRC								Sequence Info		sequencing_centers	string_ci											US Food and Drug Administration	Free text	text	freetext		metadata	full fuzzy	
0di	platform	Platform	Instrument platform used for sequencing the virus; multiple values are seperated by a semicolon (only for assemblies).	keyword	public	sequencing_platform		instrument platform	SEQUENCE. SEQUENCING_METHOD					Sequencing Platform	platform	platform					ENA Experiment	VJDB Experiment	Analysis	Sequence	Workflows	"[""ENA"", ""RKI"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Analysis"", ""ENA Experiment"", ""VJDB Experiment"", ""Sequence"", ""Workflows""]"	BVBRC			Not in VJDB, Completly new due to byCovid					Sequence Info		sequencing_platform	string_ci			(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.			(Mandatory) The platform record selects which sequencing platform and platform-specific runtime parameters. this will be determined by the center. optional if 'instrument_model' is provided.		TEXT_CHOICE_FIELD	mandatory	mandatory	CAPILLARY	Defined list of values, provided by the ENA	combo	controlled_vocabulary		metadata	exact fuzzy	
0dk	sequence_source	Sequence Source	The name of the source database or tool by which the virus sequence was added in VirJenDB; in the case of PhiSpy-predicted prophages, the value is PhiSpy.	text	public	source_database_name	db_name																Organizational	Source		"[""Organizational"", ""Source""]"	VJDB	not sure	change id and name to source_metadata_db, update definition																						combo	controlled_vocabulary		metadata	exact fuzzy	
0dl	submitter_country	Submitter Country	Country of the submitter's organization.	text	public	submitter_country							Org_location									VJDB Study	Sample	Submission		"[""NCBI Virus"", ""Sample"", ""VJDB Study"", ""Submission""]"	NCBI Virus																					mandatory	Germany	Defined list of countries, provided by the INSDC	combo	controlled_vocabulary		metadata	exact fuzzy	
0dm	submitter_region	Submitter Region	Region or location of the organization of the submitters.	text	public																		Sample	Submission		"[""Sample"", ""Submission""]"	NCBI Virus	not sure	split organization to submitter_region					may need to split Organization to submitter_region																	combo	controlled_vocabulary		metadata	exact fuzzy	
0dn	virjendb_accession	VirJenDB Accession	Unique identifier of the virus sequence, assigned by VirJenDB.	keyword	public	virjen_id	vj_id, sample id																Organizational	Source	Identifiers	"[""Organizational"", ""Source"", ""Identifiers""]"	VJDB																						10580360	Whole number value	text	unique		metadata | sequence	exact	default search
0do	virjendb_metadata_version	VirJenDB Metadata Version	Version of the virus sequence record, including metadata, assigned by VirJenDB.	keyword	public																		Organizational	Source		"[""Organizational"", ""Source""]"	VJDB																								text	freetext		metadata	exact	
0er	strain	Strain	Name of the virus strain associated with the sample from which the virus sequence was obtained.	text	public									Strain	strain	strain					ENA Sample	VJDB Sample	Sample	Virus Info		"[""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Virus Info""]"	BVBRC	not sure									strain				(Optional) Name of the strain from which the sample was obtained.			(Optional) Name of the strain from which the sample was obtained.		TEXT_FIELD	optional	optional		Free text	text	freetext		metadata	no 	
0fi	ictv_realm	ICTV Realm	A 'Realm' is the highest taxonomic rank into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_realm	ictv_realm	ictv_realm				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Realm	taxonomy	exact 	
0fk	ictv_kingdom	ICTV Kingdom	A 'Kingdom' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_kingdom	ictv_kingdom	ictv_kingdom				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Kingdom	taxonomy	exact 	
0fm	ictv_phylum	ICTV Phylum	A 'Phylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_phylum	ictv_phylum	ictv_phylum				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Phylum	taxonomy	exact 	
0fn	ictv_subphylum	ICTV Subphylum	A 'Subphylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public													ictv_subphylum					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subphylum	taxonomy	exact 	
0fo	ictv_class	ICTV Class	A 'Class' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_class	ictv_class	ictv_class				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Class	taxonomy	exact 	
0fq	ictv_order	ICTV Order	A 'Order' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_order	ictv_order	ictv_order				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Order	taxonomy	exact 	
0fr	ictv_suborder	ICTV Suborder	A 'suborder' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public													ictv_suborder					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Suborder	taxonomy	exact 	
0fs	ictv_family	ICTV Family	A 'Family' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_family	ictv_family	ictv_family				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Family	taxonomy	exact 	
0ft	ictv_subfamily	ICTV Subfamily	A 'Subfamily' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public													ictv_subfamily					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subfamily	taxonomy	exact 	
0fu	ictv_genus	ICTV Genus	A 'Genus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public												ictv_genus	ictv_genus	ictv_genus				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Genus	taxonomy	exact 	
0fv	ictv_subgenus	ICTV Subgenus	A 'Subgenus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.	keyword	public													ictv_subgenus					Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	no example needed																									Subgenus	taxonomy	exact 	
0fw	ictv_species	ICTV Species	A Species is the lowest taxonomic rank in the hierarchy approved by the ICTV. While subspecies levels of classification may exist for some viruses (e.g. Hepatitis C virus), the ICTV does not classify viruses below the species level. Defined by the ICTV.	keyword	public	sample_ictv_scientific_name	tree_rank_name										ictv_species	ictv_species	ictv_species				Taxonomy	Virus Taxonomy	ICTV Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""Taxonomy"", ""Virus Taxonomy"", ""ICTV Taxonomy""]"	ICTV	Taxonomy Descision; no example needed	tbd																						suggestion	freetext	Species	taxonomy	exact 	default search
0fx	ncbi_realm	NCBI Realm	A 'Realm' is the highest taxonomic rank into which virus species can be classified. Defined by the NCBI.	keyword	public													ncbi_realm					Sample	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Sample"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy	no example needed																										metadata	exact 	
0fz	ncbi_kingdom	NCBI Kingdom	A 'Kingdom' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public									Kingdom				ncbi_kingdom					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	BVBRC	no example needed						Taxonomy Info	Taxonomy	kingdom	string_ci																	metadata	exact 	
0gb	ncbi_phylum	NCBI Phylum	A 'Phylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public									Phylum				ncbi_phylum					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	BVBRC	no example needed						Taxonomy Info	Taxonomy	phylum	string_ci																	metadata	exact 	
0gc	ncbi_subphylum	NCBI Subphylum	A 'Subphylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public													ncbi_subphylum					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy	no example needed																										metadata	exact 	
0gd	ncbi_class	NCBI Class	A 'Class' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public									Class				ncbi_class					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	BVBRC	no example needed						Taxonomy Info	Taxonomy	class	string_ci																	metadata	exact 	
0gf	ncbi_order	NCBI Order	A 'Order' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public									Order				ncbi_order					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	BVBRC	no example needed						Taxonomy Info	Taxonomy	order	string_ci																	metadata	exact 	
0gg	ncbi_suborder	NCBI Suborder	A 'suborder' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public													ncbi_suborder					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy	no example needed																										metadata	exact 	
0gh	ncbi_family	NCBI Family	A 'Family' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public	sample_family							Family	Family				ncbi_family					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""NCBI Virus"", ""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Virus|BVBRC	Taxonomy Descision; no example needed			Family	Family name, as identified by NCBI Taxonomy.			Taxonomy Info	Taxonomy	family	string_ci													text	freetext		metadata	exact 	default search
0gi	ncbi_subfamily	NCBI Subfamily	A 'Subfamily' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public													ncbi_subfamily					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy	no example needed																										metadata	exact 	
0gj	ncbi_genus	NCBI Genus	A 'Genus' is a rank in the taxonomic hierarchy into which virus a sequence can be classified. Defined by the NCBI.	keyword	public	sample_genus							Genus	Genus				ncbi_genus					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""NCBI Virus"", ""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Virus|BVBRC	Taxonomy Descision; no example needed			Genus	Genus name, as identified by NCBI Taxonomy.			Taxonomy Info	Taxonomy	genus	string_ci													text	freetext		metadata	exact 	default search
0gk	ncbi_subgenus	NCBI Subgenus	A 'Subgenus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.	keyword	public													ncbi_subgenus					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI 	no example needed																										metadata	exact 	
0gl	ncbi_species	NCBI Species	A Species is the lowest taxonomic rank in the hierarchy approved by the NCBI. While subspecies levels of classification may exist for some viruses (e.g. Hepatitis C virus), the NCBI does not classify viruses below the species level. Defined by the NCBI.	keyword	public	sample_NCBI_scientific_name [sample_species_name_scientific]	NCBI_lineage?	scientific name					Species	Species				ncbi_species					Taxonomy	Virus Taxonomy	NCBI Taxonomy	"[""ENA"", ""NCBI Virus"", ""BV-BRC"", ""PHD"", ""Taxonomy"", ""Virus Taxonomy"", ""NCBI Taxonomy""]"	NCBI Virus|BVBRC	NCBI Virus has only the virus species in this field, Taxonomy Descision; no example needed		Not in VJDB, Completly new due to byCovid	Species	Species name, as defined by NCBI Taxonomy.			Taxonomy Info	Taxonomy	species	string_ci									mandatory	mandatory			suggestion	unique		metadata	exact 	default search
0gm	genotype	Genotype	"The genotype or subtype of a virus sequence, as provided by the sequence submitter. This field comes from the ""/serotype"" field of the GenBank record and is shown as submitted. Consistency and accuracy may vary."	keyword	public	sample_variant	variant			subspecf_gen_lin; broad field			Genotype										Sample	Virus Info		"[""MIGS-VI"", ""NCBI Virus"", ""Sample"", ""Virus Info""]"	NCBI Virus	Is sample needed at all? Do we relate everything to the sequence/the virus  -> Variant, Taxonomy Decision: Variant or NCBI/ICTV Variant; no example needed			Genotype	"In the NCBI Virus database, the term ""Genotype"" refers to the genotype or subtype of a viral sequence, as provided by the sequence submitter. This information is displayed in the Genotype column of the Results Table and can also be used as a filter to refine search results.

The genotype information is parsed from the ""/serotype"" field of the GenBank record and is shown exactly as it was submitted by the sequence submitter. The presence, accuracy, and consistency of genotype data may vary between records, as it is not a mandatory field in the GenBank submission process."																			text	freetext		metadata	exact	
0gn	isolate	Isolate	Name of the virus isolate associated with the sample from which the virus sequence was obtained.	text	public	sample_isolate		isolate					Isolate		isolate	isolate					ENA Sample	VJDB Sample	Sample	Virus Info		"[""ENA"", ""NCBI Virus"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Virus Info""]"	NCBI Virus	Taxonomy Descision; not sure		Not in VJDB, Completly new due to byCovid	Isolate	"Isolate or strain name from the ""/isolate"" field of GenBank record. For more information, see Glossary: Isolate."												(Mandatory) Individual isolate from which the sample was obtained		TEXT_FIELD	mandatory	mandatory		Free text	text	freetext		metadata	exact	default search
0gr	host_age	Host Age	"Host age number only from ""BVBRC Host Age"". Caution: not yet standardized by unit!"	integer	public	host_age	host_age	host age						Host Age	host age	host age					ENA Sample	VJDB Sample	Host	Clinical		"[""ENA"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical""]"	BVBRC	Seperation of values good for submission, display should be in one, needs curation from ENA values, seperate Fields for submission?; 							Host Info		host_age	string_ci			(Recommended) Age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees (Units: years)			"(Recommended) Age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees Units: 
"		TEXT_FIELD	recommended	recommended	37 years	Free text	text	unique		metadata	range	
0gt	ncbi_lineage_ids	NCBI Lineage IDs	NCBI TaxIDs assigned to the virus sequence, from BVBRC.	keyword	public									Taxon Lineage IDs									Taxonomy	Identifiers	NCBI Taxonomy	"[""BV-BRC"", ""Taxonomy"", ""Identifiers"", ""NCBI Taxonomy""]"	BVBRC	no example needed	add|we will add NCBI Tax Names from the NCBI Taxonomy DB later						Taxonomy Info	Taxonomy	taxon_lineage_ids	string		add; we will add NCBI Tax Names from the NCBI Taxonomy DB later											text	freetext		metadata	exact	
0gu	ncbi_lineage_names	NCBI Lineage Names	Aggregation of the NCBI Taxonomy Names associated with the virus sequence.	keyword	public									Taxon Lineage Names									Taxonomy	Virus Info	NCBI Taxonomy	"[""BV-BRC"", ""Taxonomy"", ""Virus Info"", ""NCBI Taxonomy""]"	BVBRC	no example needed						Taxonomy Info	Taxonomy	taxon_lineage_names	string																	metadata	exact	
0gv	ictv_lineage_names	ICTV Lineage Names	Aggregation of the ICTV Taxonomy Names associated with the virus sequence.	keyword	public																		Taxonomy	Virus Info	ICTV Taxonomy	"[""Taxonomy"", ""Virus Info"", ""ICTV Taxonomy""]"	VJDB	no example needed																										metadata	exact	
0gw	ictv_exemplar	ICTV Exemplar	Flag indicating yes if the sequence is an exemplar of the species in the ICTV Taxonomy.	boolean	public																		Source	Flags		"[""Source"", ""Flags""]"	ICTV	no example needed																										metadata	exact	
0gy	ictv_host_group	ICTV Host Group	The ICTV Host source field content to be combined with other host group data from the other sources.	keyword	public																		Host	Host Info		"[""Host"", ""Host Info""]"	ICTV																										Host source	metadata	exact fuzzy	default search
0hb	bv_brc_host_age	BV-BRC Host Age	Host Age and Unit from BV-BRC.	integer	public									Host Age									Host	Clinical		"[""BV-BRC"", ""Host"", ""Clinical""]"	BVBRC	Seperation of values good for submission, display should be in one, needs curation from ENA values, seperate Fields for submission?							Host Info		host_age	string_ci																metadata	range	
0hg	host_gtdb_species_name	Host GTDB Species Name	References the Host GTDB Species Name to which the NCBI host taxonomy ID of the virus sequence could be mapped. See the mapping file on the Datasets page.	keyword	public												host_gtdb_species	host_gtdb_species	host_gtdb_species	gtdb_species			Host	Host Taxonomy	GTDB Taxonomy	"[""IMG/VR"", ""PHD"", ""PhiSpy"", ""GTDB"", ""Host"", ""Host Taxonomy"", ""GTDB Taxonomy""]"	IMG/VR|PhiSpy|PhD																											metadata	exact	
0hj	unique_representative	Unique Representative	Flag indicating yes if the sequence is a representative for a group of identical VirJenDB sequences.	boolean	public																		Analysis	Flags		"[""Analysis"", ""Flags""]"	VJDB																											metadata	exact	
0hk	unique_reference	Unique Reference	The VirJenDB ID for the unique representative sequence. For the non-phages, the smallest Accession in the group. See documentation for selection details.	keyword	public																		Internal	Analysis	Workflows	"[""Internal"", ""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0hl	cluster_representative	Cluster Representative	Flag indicating yes if the sequence is a representative sequence of a group of sequences, computed by VClust. See documentation for selection details.	boolean	public																		Analysis	Flags		"[""Analysis"", ""Flags""]"	VJDB																											metadata	exact	
0hm	cluster_reference	Cluster Reference	The VirJenDB ID of the representative of its cluster. See documentation for selection details.	keyword	public																		Analysis			"[""Analysis""]"	VJDB																											metadata	exact	
0hn	predicted_method	Predicted Method	The tool used to predict the virus sequence. No value means that it is not a predicted virus sequence. 	boolean	public																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	IMG/VR|PhiSpy|PhD																											metadata	exact fuzzy	
0ho	host_accession	Host Accession	Host Accession from NCBI GenBank that refers to the host sequence from which the prophage was predicted.	keyword	public												host_insdc_accession_id		host_insdc_accession_id				Host	Identifiers		"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Identifiers""]"	VJDB																											metadata	exact fuzzy	default search
0hq	host_bioproject_accession	Host BioProject Accession	References the BioProject Accession associated with the host sequence.	keyword	public												host_bioproject_accession_id		host_bioproject_accession_id				Host	Identifiers		"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Identifiers""]"	IMG/VR|PhiSpy|PhD																											metadata	exact	
0hr	host_biosample_accession	Host Biosample Accession	References the BioSample Accession associated with the host sequence.	keyword	public												host_biosample_accession_id		host_biosample_accession_id				Host	Identifiers		"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Identifiers""]"	IMG/VR|PhiSpy|PhD																											metadata	exact	
0hs	host_country	Host Country	Country or sea area origin of the sample from which the host sequence originates.	keyword	public												host_collection_country		host_collection_country				Host	Collection		"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Collection""]"	IMG/VR|PhiSpy|PhD																						Germany	Defined list of countries, provided by the INSDC				metadata	exact	
0ht	host_collection_date	Host Collection Date	Date of collection of the sample from which the host sequence originates.	date	public												host_collection_date		host_collection_date				Host	Collection		"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Collection""]"	IMG/VR|PhiSpy|PhD																						2023-05-23	YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct				metadata	range	
0hu	host_imgm_taxon_oid	Host IMGM Taxon OID	Associated Host IMGM Taxon OID from which the virus sequence was extracted by IMG/VR.	keyword	public												host_imgvr_taxon_oid						Host	Identifiers		"[""IMG/VR"", ""Host"", ""Identifiers""]"	IMG/VR|PhiSpy|PhD																											metadata	exact	
0hw	host_average_sequence_depth	Host Average Sequence Depth	Average sequencing depth across the host sequence. Multiple host associations/predictions separated by semicolons. 	float	public												host_sequence_average_depth_coverage		host_sequence_average_depth_coverage				Host		Workflows	"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Workflows""]"	IMG/VR|PhiSpy|PhD																						12.0x	Decimal number value followed by an x(!)				metadata	range	
0hx	host_sequencing_platform	Host Sequencing Platform	Instrument or sequencing platform used for host sequencing. Multiple host associations/predictions separated by semicolons. 	keyword	public												host_sequencing_platform		host_sequencing_platform				Workflows		Host	"[""IMG/VR"", ""PhiSpy"", ""Workflows"", ""Host""]"	IMG/VR|PhiSpy|PhD																						CAPILLARY	Defined list of values, provided by the ENA				metadata	exact	
0if	host_association_method	Host Association Method	"Method by which the fields ""Host Accession ID"" from NCBI GenBank or ""NCBI Taxonomy Lineage"" was associated to the virus sequence. Currently (v1.0) either a host association from the data source or PhiSpy prophage prediction. Multiple host associations/predictions separated by semicolons. "	keyword	public												host_insdc_accession_id		host_insdc_accession_id				Workflows		Host	"[""IMG/VR"", ""PhiSpy"", ""Workflows"", ""Host""]"	VJDB																											metadata	exact	
0ih	ncbi_clade	NCBI Clade	"Sub-species designation of the virus sequence, from NCBI GenBank field ""clade""."	keyword	public																		Sample	Taxonomy	NCBI Taxonomy	"[""Sample"", ""Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy																												exact	
0ii	ncbi_genotype	NCBI Genotype	"Sub-species designation of the virus sequence, from NCBI GenBank field ""genotype""."	keyword	public																		Sample	Taxonomy	NCBI Taxonomy	"[""Sample"", ""Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy																												exact	
0ij	ncbi_serotype	NCBI Serotype	"Sub-species designation of the virus sequence, from NCBI GenBank field ""serotype""."	keyword	public																		Sample	Taxonomy	NCBI Taxonomy	"[""Sample"", ""Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy																												exact	
0ik	ncbi_isolate	NCBI Isolate	"Sub-species designation of the virus sequence, from NCBI GenBank field ""isolate""."	text	public																		Sample	Taxonomy	NCBI Taxonomy	"[""Sample"", ""Taxonomy"", ""NCBI Taxonomy""]"	NCBI Taxonomy																												exact	
