vjdbv1.0_field_index,vjdbv1.0_field_id,vjdbv1.0_name,vjdbv1.0_description,vjdbv1.0_fields_type,vjdbv1.0_privacy,vjdbv0.2__field_id,vjdbv0.1_field_id,ena_field_id,rki_field_id,migs-vi_field_id,migs-uvig_field_id,env-o_field_id,ncbi_virus_n_nucleotide_field_id,bv-brc_b_field_name,ena_erc32_field_name,ena_erc33_field_name,img/vr_field_name,phd_field_name,phispy_field_name,gtdb_field_name,ena_submission_object_object_name,vjbd_submission_object_object_name,vjdbv1.0_group1,vjdbv1.0_group2,vjdbv1.0_group3,vjdbv1.0_tags,vjdbv1.0_input_source,vjdbv1.0_notes,vjdbv1.0_changes,vjdbv0.2_previous_changes,ncbi_virus_n_field_name,ncbi_virus_n_field_description,ncbi_virus_n_type,ncbi_virus_n_curation_notes,bv-brc_b_category,bv-brc_b_schema_category,bv-brc_b_field_id,bv-brc_b_field_type,bv-brc_b_type,bv-brc_b_curation_notes,ena_erc32_field_description,ena_erc32_controlled_vocabulary,ena_erc32_field_type,ena_erc33_field_description,ena_erc33_controlled_vocabulary,ena_erc33_field_type,ena_submission_requiredness,vjdb_submission_requiredness,vjdb_example,vjdb_validation_rules,ena_submission_fieldtype,ena_submission_validation,ictv40_i_field_name,vjdbv1.0_index,vjdbv1.0_search_method,vjdbv1.0_default_search
0hp,host_assembly_program,Host Assembly Program,The program used for host genome assembly.,text,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,host_assembly_program,N/A,host_assembly_program,N/A,N/A,N/A,Host,N/A,Workflows,"['IMG/VR', 'PhiSpy', 'Host', 'Workflows']",IMG/VR|PhiSpy|PhD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Free text,N/A,N/A,N/A,metadata,exact,N/A
0hv,phage_id,phage id,phage id internal identifier,integer,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,phage_id,phage_id,phage_id,N/A,N/A,N/A,Internal,Virus Info,N/A,"['IMG/VR', 'PHD', 'PhiSpy', 'Internal', 'Virus Info']",VJDB,"From Malte's dataset, deprecated (VirJenDB Accession as new Identifier), soon to be removed",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0hy,ictv_lineage_hash_list,ICTV Lineage Hash List ,The list of the hash for the lineage of the rank in the ICTV VMR.,integer,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['Internal', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taxonomy,exact,N/A
0hz,parent_hash,Parent Hash,Taxonomy Table Hash ID of the Parent Rank,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['Internal', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taxonomy,exact,N/A
0ia,rank_hash,Rank Hash,Taxonomy Table Hash ID of the Rank,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['Internal', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taxonomy,exact,N/A
0ib,ictv_rank_name,ICTV Rank Name,ICTV Rank Name,text,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['Internal', 'Workflows']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taxonomy,exact,N/A
0ic,ictv_rank_type,ICTV Rank Type,ICTV Rank Type,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['Internal', 'Workflows']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taxonomy,exact,N/A
0id,imgvr_uvig_id,IMGVR UVIG ID,IMGVR UVIG ID,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,imgvr_uvig_id,N/A,N/A,N/A,N/A,N/A,Host,Identifier,N/A,"['IMG/VR', 'Host', 'Identifier']",IMG/VR|PhiSpy|PhD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no,N/A
0ie,coding_strand,Coding Strand,True if the current virus sequence is a coding strand. Calculated by part of the ViralClust tool suite. Only intended for ssRNA viruses.,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,Flags,Workflows,"['Analysis', 'Flags', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,"TRUE: is coding strand
FALSE: is reverse complement",N/A,N/A,N/A,metadata,exact,N/A
0ig,host_confidence_score,Host Confidence Score,"Confidence score associated with the method by which ""Host Accession ID"" from NCBI GenBank or or ""NCBI Taxonomy Lineage"" was associated to the virus sequence. Multiple host associations/predictions separated by semicolons. ",float,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,host_insdc_accession_id,N/A,host_insdc_accession_id,N/A,N/A,N/A,Host,N/A,Workflows,"['IMG/VR', 'PhiSpy', 'Host', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0il,checkv_contig_length,CheckV Contig Length,Length of the sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,integer,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0im,checkv_provirus,CheckV Provirus,Prediction of whether the sequence is a provirus by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0in,checkv_proviral_length,CheckV Proviral Length,"If the sequence is predicated as a provirus, the length ofthe provirus, calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master",integer,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0io,checkv_gene_count,CheckV Gene Count,The number of genes in the virus sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,integer,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0ip,checkv_viral_genes,CheckV Viral Genes,The number of virus genes in the virus sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0iq,checkv_host_genes,CheckV Host Genes,The number of host genes as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,text,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0ir,checkv_quality,CheckV Quality,"Quality tier of the virus genome as noted by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master 
Possible values:
Complete
High-quality (>90% completeness)
Medium-quality (50-90% completeness)
Low-quality (<50% completeness)
Undetermined quality",keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0is,checkv_miuvig_quality,CheckV MIUVIG Quality,MIUVIG quality as noted by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0it,checkv_completeness,CheckV Completeness,Completeness of the virus genome sequenceas calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0iu,checkv_completeness_method,CheckV Completeness Method,Method of determining the completeness of the virus genome sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,text,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0iv,checkv_contamination,CheckV Contamination,Amount of virus genome sequence contamination as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0iw,checkv_kmer_freq,CheckV Kmer Freq,Number of times the virus genome was found in the as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0ix,checkv_warnings,CheckV Warnings,Warnings generated by running CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master,keyword,internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Analysis,N/A,Workflows,"['Analysis', 'Workflows']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,no ,N/A
0cr,length_coverage,Length Coverage,Percentage of Ns within the whole sequence from BVBRC.,integer,N/A,sequence_length_coverage,N/A,N/A,N/A,compl_score; only half of the definition is used,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,Sequence,N/A,"['MIGS-VI', 'Internal', 'Sequence']",no source,not sure,remove; change the name and id: sequence_perc_N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,range,N/A
0ct,number_of_contigs,Number of Contigs,Number of contigs in the sequence.,integer,N/A,sequence_number_of_contigs,number_of_contigs,N/A,N/A,number_contig,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,Sequence,N/A,"['MIGS-VI', 'Internal', 'Sequence']",no source,N/A,remove,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1;13,Whole number value(!),text,freetext,N/A,metadata,range,N/A
0cx,sequence_version,Sequence Version,Version of the sequence (whole entry).,keyword,N/A,sequence_version,sample_version,N/A,SEQUENCE.VERSION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,Sequence,N/A,"['RKI', 'Internal', 'Sequence']",no source,not sure,remove,"Not public in VJDB, but is already in database",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact,N/A
0dj,sequencing_reason,Sequencing Reason,Why was the collected sample sequenced?,keyword,N/A,sequencing_reason,N/A,sample capture status,SEQUENCE. SEQUENCING_REASON; different vocabulary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,N/A,Workflows,"['ENA', 'RKI', 'Internal', 'Workflows']",no source,not sure,remove,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,recommended,recommended,N/A,N/A,combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0az,assembly_level,Assembly Level,"The level of the Assembly (contig, scaffold, chromosome, complete genome).",keyword,private,assembly_level,assembly_level,assembly level,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ENA Analysis,VJDB Analysis,Internal,N/A,Workflows,"['ENA', 'Internal', 'ENA Analysis', 'VJDB Analysis', 'Workflows']",N/A,"apply customization to vjdb , e.g. chromosome to genome or something; input not yet defined",keep internally,"Not public in VJDB, but is already in database",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0ba,min_gap_length,Min Gap Length,Minimum length of consecutive Ns to be considered a gap.,integer,private,assembly_min_gap_length,N/A,assembly description,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ENA Analysis,VJDB Analysis,Internal,N/A,Workflows,"['ENA', 'Internal', 'ENA Analysis', 'VJDB Analysis', 'Workflows']",N/A,not sure,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,text,freetext,N/A,metadata,range,N/A
0bb,assembly_program,Assembly Program,The program used for genome assembly.,keyword,private,assembly_program,assembler_software,assembly program,N/A,assembly_software,N/A,N/A,N/A,Assembly Method,N/A,N/A,N/A,N/A,N/A,N/A,ENA Analysis,VJDB Analysis,Internal,N/A,Workflows,"['ENA', 'MIGS-VI', 'BV-BRC', 'Internal', 'ENA Analysis', 'VJDB Analysis', 'Workflows']",BVBRC,N/A,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,Sequence Info,N/A,assembly_method,string_ci,N/A,not in the bvbrc api,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,N/A,Free text,text,freetext,N/A,metadata,exact fuzzy,N/A
0bc,assembly_type,Assembly Type,Identifier on how to treat the submitted assembly. Currently only assemblies from ‘clone or isolate’ are permitted.,keyword,private,assembly_type,N/A,assembly_type,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ENA Analysis,VJDB Analysis,Internal,N/A,Workflows,"['ENA', 'Internal', 'ENA Analysis', 'VJDB Analysis', 'Workflows']",N/A,"for submission this is always ""clone or isolate""; ",keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,clone or isolate,"Defined list of values, for submissions it is always ""clone or isolate""(!)",combo,controlled_vocabulary,N/A,metadata,exact,N/A
0bt,lab_host_common_name,Lab Host Common Name,"BVBRC Lab Host, common name of the lab host.",text,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lab Host,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Host Info,N/A,"['BV-BRC', 'Host', 'Host Info']",BVBRC,"remove? Lab Passage 1 to 1 in public and rest in private for submission, because Lab Passaged is buil on ""/labhost"", to catch this we provide these fields; not sure",host_lab_common_name,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,lab_host,string_ci,N/A,new,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,suggestion,freetext,N/A,metadata,full fuzzy,N/A
0bu,lab_host_ncbi_tax_id,Lab Host NCBI Tax ID,The NCBI Taxonomy ID of the lab host.,keyword,private,host_lab_NCBI_tax_id,N/A,N/A,N/A,specific_host,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Identifiers,N/A,"['MIGS-VI', 'Host', 'Identifiers']",N/A,remove?; not sure,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,unique,N/A,metadata,exact,N/A
0bv,lab_host_species,Lab Host Species,The scientific species name of the lab host.,text,private,host_lab_scientific_name,N/A,lab_host,N/A,specific_host,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Host Info,N/A,"['ENA', 'MIGS-VI', 'Host', 'Host Info']",N/A,remove?; not sure,keep internally,"Not in VJDB, Completly new due to byCovid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,optional,optional,N/A,N/A,suggestion,unique,N/A,metadata,exact fuzzy,N/A
0du,file_format,File Format,The run data file model.,keyword,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,file_format,file_format,N/A,N/A,N/A,N/A,ENA Run,VJDB Run,Internal,N/A,Workflows,"['ENA ERC32', 'ENA ERC33', 'Internal', 'ENA Run', 'VJDB Run', 'Workflows']",N/A,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) The run data file model.,N/A,N/A,(Mandatory) The run data file model.,N/A,TEXT_CHOICE_FIELD,mandatory,mandatory,N/A,N/A,combo,controlled_vocabulary,N/A,metadata,no ,N/A
0dv,file_name,File Name,The name or relative pathname of a run data file.,text,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,file_name,file_name,N/A,N/A,N/A,N/A,ENA Run,VJDB Run,Internal,N/A,Workflows,"['ENA ERC32', 'ENA ERC33', 'Internal', 'ENA Run', 'VJDB Run', 'Workflows']",N/A,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) The name or relative pathname of a run data file.,N/A,N/A,(Mandatory) The name or relative pathname of a run data file.,N/A,TEXT_FIELD,mandatory,mandatory,N/A,N/A,text,freetext,N/A,metadata,no ,N/A
0go,host_age,Host Age,Host age given by a number. Is connected to Host Age Unit. The number should match the unit. E.g. 2 years,integer,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internal,Clinical ,N/A,"['Internal', 'Clinical ']",no source,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,Whole number value,N/A,N/A,N/A,metadata,range,N/A
0gp,host_age_unit,Host Age Unit,"Unit that describes the host age. Is connected to Host Age. Should fit the number, e.g. 2 years",integer,private,host_age_unit,host_age_unit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Clinical,N/A,"['Host', 'Clinical']",no source,"These two private for submission, one field for public where it is combined and one for normalized values (also for filtering); ",remove,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,days; years,"Defined list of values, provided by the VJDB",combo,controlled_vocabulary,N/A,metadata,exact,N/A
0hf,analysis_title,Analysis Title,Clear and useful title to identify the analysis of your sequencing experiment. This title will not be submitted to the ENA on submission.,text,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VJDB Analysis,Internal,N/A,Workflows,"['Internal', 'VJDB Analysis', 'Workflows']",N/A,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0aa,insdc_accession,INSDC Accession,"GenBank Accession of the virus sequence. It equals NCBI Accession, ENA Accession, and DDBJ Accession, which are part of the INSDC.",keyword,public,insdc_accession_id,genbank_accession_number,N/A,N/A,N/A,N/A,N/A,Accession,GenBank Accessions,N/A,N/A,N/A,insdc_accession_id,N/A,N/A,N/A,N/A,Organizational,Identifiers,N/A,"['NCBI Virus', 'BV-BRC', 'PHD', 'Organizational', 'Identifiers']",NCBI Virus|BVBRC,no example needed,N/A,N/A,Accession,"A unique identifier (Nucleotide, Protein or Assembly Accession, depending on the selected tab) assigned to the sequence record in GenBank.",N/A,N/A,DB Cross Reference,N/A,genbank_accessions,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,unique,N/A,metadata | sequence,exact,default search
0ab,assembly_accession,Assembly Accession,NCBI Assembly Accession of the virus sequence.,keyword,public,assembly_accession_id,assembly_accession,N/A,N/A,N/A,N/A,N/A,Assembly,Assembly Accession,N/A,N/A,N/A,assembly_accession_id,N/A,N/A,ENA Analysis,VJDB Analysis,Organizational,Identifiers,N/A,"['NCBI Virus', 'BV-BRC', 'PHD', 'Organizational', 'ENA Analysis', 'VJDB Analysis', 'Identifiers']",NCBI Virus|BVBRC,no example needed,N/A,N/A,Assembly,"NCBI Virus Assembly accession number. For more information about NCBI Virus assembly, see Data Model, Type of Data and Dataflow section.",N/A,N/A,DB Cross Reference,N/A,assembly_accession,string,N/A,without version,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,unique,N/A,metadata,exact,N/A
